inchikey,NR.AhR,NR.AR,NR.AR.LBD,NR.Aromatase,NR.ER,NR.ER.LBD,NR.PPAR.gamma,SR.ARE,SR.ATAD5,SR.HSE,SR.MMP,SR.p53
ICMWWNHDUZJFDW-DHODBPELSA-N,0.0,1.0,1.0,,1.0,1.0,,1.0,0.0,1.0,,
ICNFHJVPAJKPHW-UHFFFAOYSA-N,1.0,0.0,0.0,,,1.0,0.0,,0.0,0.0,0.0,0.0
ICSNLGPSRYBMBD-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
ICTQUFQQEYSGGJ-UHFFFAOYSA-N,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ICTXHFFSOAJUMG-SLHNCBLASA-N,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,0.0,,0.0,0.0
ICUTUKXCWQYESQ-UHFFFAOYSA-N,1.0,0.0,0.0,,,0.0,,1.0,0.0,0.0,1.0,1.0
ICVKYYINQHWDLM-KBEWXLTPSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
IDCBOTIENDVCBQ-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0
IDCPFAYURAQKDZ-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDDDVXIUIXWAGJ-LJDSMOQUSA-N,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
IDDIJAWJANBQLJ-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
IDEYZABHVQLHAF-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDGRPSMONFWWEK-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDIFQEBJTRUYTQ-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
IDIIJJHBXUESQI-DFIJPDEKSA-N,,,,,,,,0.0,,0.0,,
IDKAXRLETRCXKS-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
IDLSITKDRVDKRV-XHXSRVRCSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
IDQBJILTOGBZCR-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IDQHRQQSSQDLTR-UHFFFAOYSA-N,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
IDWULKZGRNHZNR-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
IDYZIJYBMGIQMJ-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IECBEVAUEBZJCF-SPIKMXEPSA-N,,,,,,,,0.0,,0.0,,
IEDVJHCEMCRBQM-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEFUHGXOQSVRDQ-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
IEISBKIVLDXSMZ-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0
IEJIGPNLZYLLBP-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEKPEVWFUIKZFI-UHFFFAOYSA-N,,0.0,,1.0,,,,1.0,,,,
IELOKBJPULMYRW-NJQVLOCASA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
IEMAQDHGZOPMNI-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IENZQIKPVFGBNW-UHFFFAOYSA-N,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,
IEPMBYOIQGCVHO-UHFFFAOYSA-N,,,,,,,,,,0.0,,
IEPRKVQEAMIZSS-AATRIKPKSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
IEPRKVQEAMIZSS-WAYWQWQTSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
IEPWIPZLLIOZLU-ARJAWSKDSA-N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IEUHWNLWVMLHHC-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFEFZCPXSZSSQI-UHFFFAOYSA-N,1.0,0.0,0.0,,,0.0,,1.0,0.0,0.0,1.0,1.0
IFEJLMHZNQJGQU-KXXGZHCCSA-M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
IFIDXBCRSWOUSB-UHFFFAOYSA-M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFIUFCJFLGCQPH-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFLZPECPTYCEBR-VIEYUMQNSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
IFQSXNOEEPCSLW-DKWTVANSSA-N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
IFSLBHIBVNZLNQ-UHFFFAOYSA-N,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0
IFVAHVOGOBRFSP-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFYYFLINQYPWGJ-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGDYNWKWXUCIJB-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
IGFHQQFPSIBGKE-UHFFFAOYSA-N,0.0,0.0,0.0,,1.0,0.0,0.0,,0.0,0.0,,0.0
IGJQUJNPMOYEJY-UHFFFAOYSA-N,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGLVCWPPISIXPR-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
IGODOXYLBBXFDW-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGOWMQPOGQYFFM-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,0.0
IGSBHTZEJMPDSZ-UHFFFAOYSA-N,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
IGTHEWGRXUAFKF-NVJADKKVSA-N,,,,,,,,0.0,,0.0,,
IGULCCCBGBDZKQ-UHFFFAOYSA-M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,
IGZBSJAMZHNHKE-UHFFFAOYSA-N,0.0,0.0,,,,0.0,,1.0,,1.0,,0.0
IHEUGHQOXFVWOX-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
IHJUECRFYCQBMW-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IHLAQQPQKRMGSS-UHFFFAOYSA-N,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
IHLRLJMHYXJRST-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
IHMQOBPGHZFGLC-UHFFFAOYSA-N,,,,,,,,0.0,,0.0,,
IHNHAHWGVLXCCI-FDYHWXHSSA-N,,,,,,,,0.0,,0.0,,
IHPKGUQCSIINRJ-UHFFFAOYSA-N,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
IHUREIPXVFKEDT-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IHXNSHZBFXGOJM-HYXAFXHYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IIACRCGMVDHOTQ-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IIBYAHWJQTYFKB-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
IIEWJVIFRVWJOD-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IINNWAYUJNWZRM-UHFFFAOYSA-L,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0
IIPZYDQGBIWLBU-UHFFFAOYSA-N,0.0,0.0,,,,0.0,,1.0,0.0,0.0,1.0,1.0
IISBACLAFKSPIT-UHFFFAOYSA-N,,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,1.0,0.0
IITCWRFYJWUUPC-UHFFFAOYSA-N,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IITQJMYAYSNIMI-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IIUMCNJTGSMNRO-VVSKJQCTSA-L,0.0,1.0,,0.0,1.0,1.0,0.0,,0.0,,0.0,1.0
IIUPTHVVXMBJMQ-UHFFFAOYSA-N,0.0,0.0,0.0,,1.0,0.0,0.0,,0.0,0.0,0.0,0.0
IIYFAKIEWZDVMP-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IJAPPYDYQCXOEF-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IJFPVINAQGWBRJ-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IJFXRHURBJZNAO-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IJOOHPMOJXWVHK-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
IKBKZGMPCYNSLU-RGVLZGJSSA-N,,,,,,,,0.0,,,,
IKCLCGXPQILATA-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
IKDXDQDKCZPQSZ-JHYYTBFNSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
IKEHOXWJQXIQAG-UHFFFAOYSA-N,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,
IKGXIBQEEMLURG-NVPNHPEKSA-N,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IKGXLCMLVINENI-UHFFFAOYSA-M,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0
IKHGUXGNUITLKF-UHFFFAOYSA-N,,0.0,,1.0,,,,,0.0,,1.0,
IKJFDJLQPHDRTD-ISYVNWANSA-N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
IKMDFBPHZNJCSN-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0
IKMXRUOZUUKSON-UHFFFAOYSA-N,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
IKPSIIAXIDAQLG-UHFFFAOYSA-N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
IKQCDTXBZKMPBB-UHFFFAOYSA-M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IKTHMQYJOWTSJO-UHFFFAOYSA-N,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1.0,
IKVXBIIHQGXQRQ-UHFFFAOYSA-N,0.0,0.0,0.0,,1.0,1.0,,1.0,0.0,0.0,,0.0
IKYICRRUVNIHPP-UHFFFAOYSA-N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
IKYIXZSIKOYSLD-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ILBONRFSLATCRE-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILHZVKAXFCDFMT-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILJOYZVVZZFIKA-UHFFFAOYSA-M,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILKJAFIWWBXGDU-MOGDOJJUSA-N,,1.0,0.0,,,0.0,0.0,,,,,0.0
ILNRQFBVVQUOLP-UHFFFAOYSA-N,,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,,0.0
ILQGIJDYSLHIOX-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILRCGYURZSFMEG-RKQHYHRCSA-N,,,,,,,,0.0,,0.0,,
ILVGAIQLOCKNQA-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ILYCWAKSDCYMBB-OPCMSESCSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.0
ILZSSCVGGYJLOG-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0
IMACFCSSMIZSPP-UHFFFAOYSA-N,1.0,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
IMDXZWRLUZPMDH-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMFACGCPASFAPR-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMFYAZJNDOZIFV-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMIDOCRTMDIQIJ-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
IMKJGXCIJJXALX-SHUKQUCYSA-N,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0
IMNFDUFMRHMDMM-UHFFFAOYSA-N,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMNIMPAHZVJRPE-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMOLVSPMDGCLMB-UHFFFAOYSA-N,,,,,,,,1.0,,0.0,,
IMONTRJLAWHYGT-ZCPXKWAGSA-N,0.0,1.0,1.0,,1.0,1.0,,,,,0.0,0.0
IMPOOMVZVWKSAP-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMPPGHMHELILKG-UHFFFAOYSA-N,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
IMQFZQVZKBIPCQ-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
IMRWILPUOVGIMU-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMSSROKUHAOUJS-MJCUULBUSA-N,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
IMUDHTPIFIBORV-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMWZZHHPURKASS-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMYZQPCYWPFTAG-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INAXVXBDKKUCGI-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INDFXCHYORWHLQ-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
INGCLXPSKXSYND-BTJKTKAUSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INHCSSUBVCNVSK-UHFFFAOYSA-L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INISTDXBRIBGOC-UHFFFAOYSA-N,,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,
INISTDXBRIBGOC-XMMISQBUSA-N,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,1.0,
INJKWASQTISCEJ-UHFFFAOYSA-M,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0
INRGAWUQFOBNKL-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INVGWHRKADIJHF-UHFFFAOYSA-N,1.0,0.0,,,,1.0,,,,1.0,,
INVWRXWYYVMFQC-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
INYDMNPNDHRJQJ-UHFFFAOYSA-N,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0
INYHZQLKOKTDAI-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
IOAOAKDONABGPZ-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IODWHFFPQHUDAG-UHFFFAOYSA-N,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,,0.0
IOEJYZSZYUROLN-UHFFFAOYSA-M,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,,0.0
IOHJQSFEAYDZGF-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IOIMDJXKIMCMIG-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IOJUPLGTWVMSFF-UHFFFAOYSA-N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IORPOFJLSIHJOG-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IOSZDNOGOPHEPH-UHFFFAOYSA-N,,,,,,,,0.0,,0.0,,
IOTXSIGGFRQYKW-UHFFFAOYSA-N,0.0,0.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
IOUNQDKNJZEDEP-UHFFFAOYSA-N,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0
IOYNQIMAUDJVEI-BMVIKAAMSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPAJDLMMTVZVPP-UHFFFAOYSA-N,0.0,0.0,1.0,0.0,0.0,1.0,,,0.0,,1.0,1.0
IPANUAHQWFDVAG-BTJKTKAUSA-N,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,
IPBCWPPBAWQYOO-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
IPBFYZQJXZJBFQ-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPCSVZSSVZVIGE-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
IPEHBUMCGVEMRF-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPEHSCPRVOWQFQ-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0
IPILPUZVTYHGIL-UHFFFAOYSA-M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPIMRNFGYPQKAM-FVGYRXGTSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0
IPIMRNFGYPQKAM-SBSPUUFOSA-N,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0
IPJGAEWUPXWFPL-UHFFFAOYSA-N,0.0,,,,0.0,0.0,,,0.0,1.0,,0.0
IPKKHRVROFYTEK-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPKZCLGGYKRDES-ZDUSSCGKSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
IPOKCKJONYRRHP-FMQUCBEESA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
IPPAUTOBDWNELX-UHFFFAOYSA-N,0.0,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,,0.0
IPQVTOJGNYVQEO-KGFNBKMBSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
IPRJXAGUEGOFGG-UHFFFAOYSA-N,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPSVAUIEEPSJRZ-UHFFFAOYSA-N,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,
IPVQLZZIHOAWMC-QXKUPLGCSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPWGSXZCDPTDEH-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPWKIXLWTCNBKN-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
IQDGSYLLQPDQDV-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IQFVPQOLBLOTPF-HKXUKFGYSA-L,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0
IQFYYKKMVGJFEH-XLPZGREQSA-N,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
IQOMYCGTGFGDFN-UHFFFAOYSA-N,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
IQPSEEYGBUAQFF-UHFFFAOYSA-N,1.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0
IQUPABOKLQSFBK-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IQVAERDLDAZARL-UHFFFAOYSA-N,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IQVNEKKDSLOHHK-FNCQTZNRSA-N,1.0,0.0,,,1.0,,,,,,,
IQVRBWUUXZMOPW-PKNBQFBNSA-N,,,,,,,,0.0,,0.0,,
IQWHCHZFYPIVRV-VLLYEMIKSA-I,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0
IQZUZPKOFSOVET-UHFFFAOYSA-N,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRAQOCYXUMOFCW-YKURLNKLSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRCMYGHHKLLGHV-UHFFFAOYSA-N,,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0
IRDLUHRVLVEUHA-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRECWLYBCAZIJM-UHFFFAOYSA-N,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
IRHXGOXEBNJUSN-YOXDLBRISA-N,0.0,0.0,0.0,,,0.0,,,,,1.0,
IRIAEXORFWYRCZ-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
IRJCBFDCFXCWGO-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRJKSAIGIYODAN-UHFFFAOYSA-N,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0
IRJQWZWMQCVOLA-DNTJNYDQSA-N,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
IRLWJILLXJGJTD-UHFFFAOYSA-N,,,,,,,,,,0.0,,
IRLYGRLEBKCYPY-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRMPFYJSHJGOPE-UHFFFAOYSA-N,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,
IROINLKCQGIITA-UHFFFAOYSA-N,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
IROWCYIEJAOFOW-UHFFFAOYSA-N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRSCQMHQWWYFCW-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRSVDHPYXFLLDS-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,
IRUDSQHLKGNCGF-UHFFFAOYSA-N,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRYFCWPNDIUQOW-UHFFFAOYSA-N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0
IRYJRGCIQBGHIV-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRZFQKXEKAODTJ-UHFFFAOYSA-M,0.0,0.0,0.0,,,0.0,,0.0,0.0,1.0,,0.0
ISAKRJDGNUQOIC-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISAOCJYIOMOJEB-UHFFFAOYSA-N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISAVYTVYFVQUDY-UHFFFAOYSA-N,0.0,0.0,0.0,,1.0,1.0,0.0,,0.0,,1.0,
